userID,productID, rating, timestamp
0,466,4,1360627200
0,2049,3,1376092800
0,1358,3,1355011200
0,1618,4,1391472000
0,7350,4,1338508800
0,220,4,1312502400
0,66,4,1324944000
0,6381,4,1379376000
0,3483,4,1330819200
0,771,4,1317772800
0,4551,2,1352246400
0,8018,4,1345420800
0,2804,4,1343347200
0,1518,5,1353110400
0,92,5,1305849600
0,2813,3,1378425600
0,265,5,1310256000
0,811,3,1319760000
0,5585,5,1376006400
0,6115,4,1302134400
0,6201,4,1327276800
0,359,3,1342742400
0,5228,4,1369353600
0,1552,4,1317686400
0,269,4,1305763200
0,68,4,1301616000
0,250,4,1311984000
0,2932,5,1368403200
0,8067,3,1343779200
0,5834,1,1376870400
0,3398,4,1353888000
0,6141,4,1350604800
0,408,2,1373414400
0,1438,4,1327104000
0,4941,4,1364256000
0,8761,4,1378771200
0,9741,2,1378771200
0,8992,4,1393113600
0,4803,4,1306972800
0,2026,1,1340236800
0,2958,4,1310947200
0,1460,3,1310342400
0,1046,5,1369785600
0,864,5,1343088000
0,5113,4,1306281600
0,8976,4,1366156800
0,216,2,1344297600
0,4261,2,1309737600
0,6288,4,1370822400
0,3285,4,1324512000
0,3342,4,1333584000
0,154,4,1379462400
0,9443,2,1374192000
0,7366,4,1371168000
0,4302,5,1338336000
0,3651,3,1333065600
0,576,4,1395360000
0,786,2,1342656000
0,9348,4,1395964800
0,3204,5,1370217600
0,1385,3,1296691200
0,222,3,1344297600
0,5524,3,1405641600
0,367,4,1313020800
0,688,2,1362096000
0,5048,3,1343606400
0,3185,3,1397174400
0,4335,5,1391644800
0,753,4,1360886400
0,5399,5,1403740800
0,6639,4,1370217600
0,5627,3,1396224000
0,1001,3,1372118400
0,1654,2,1340150400
0,585,5,1375920000
0,3655,3,1375401600
0,1190,3,1393891200
0,8029,1,1325894400
0,2850,4,1344211200
0,1497,3,1313539200
0,6,4,1376006400
0,2076,3,1318464000
0,6346,2,1372118400
0,5754,3,1368662400
0,5773,4,1318896000
0,4446,2,1380326400
0,3546,4,1318464000
0,4567,4,1372204800
0,6868,4,1370822400
0,7344,4,1296172800
0,490,4,1320624000
0,451,3,1346284800
0,606,4,1374192000
0,319,2,1362096000
0,2901,3,1314921600
0,9214,5,1376438400
0,2472,4,1343606400
0,9263,3,1387324800
0,8358,4,1372032000
0,7289,4,1375315200
0,2819,4,1339545600
0,78,3,1282694400
0,402,3,1382486400
0,3277,2,1308268800
0,894,5,1340323200
0,3536,4,1316908800
0,6574,5,1371168000
0,110,4,1394150400
0,5433,3,1365552000
0,377,4,1344902400
0,175,4,1317168000
0,56,4,1346889600
0,727,4,1376697600
0,2370,4,1360281600
0,838,3,1402963200
0,689,4,1349481600
0,7257,4,1318896000
0,720,3,1368835200
0,3492,3,1308268800
0,3116,3,1310428800
0,2288,3,1370563200
0,149,4,1289520000
0,2130,2,1392076800
0,1675,4,1307577600
0,1652,4,1354147200
0,8401,4,1335398400
0,9052,4,1376870400
0,8809,4,1307923200
0,4594,4,1370908800
0,4550,3,1377043200
0,7166,5,1391472000
0,9888,5,1368057600
0,794,2,1360627200
0,4892,5,1319932800
0,3504,5,1302134400
0,628,4,1333929600
0,517,3,1376697600
0,337,2,1320537600
0,2118,3,1372204800
0,452,2,1368489600
0,436,4,1311724800
0,2425,4,1370822400
0,3478,3,1338854400
0,538,4,1379894400
0,1194,4,1341273600
0,174,4,1344297600
0,615,5,1336003200
0,841,4,1333065600
0,16,5,1369353600
0,6619,3,1387324800
0,26,4,1351555200
0,2435,5,1355961600
0,343,4,1350172800
0,6970,4,1369008000
0,266,4,1339804800
0,3778,3,1363392000
0,2851,4,1331683200
0,8057,3,1334275200
0,8562,5,1356739200
0,1258,3,1397174400
0,7889,3,1370217600
0,141,3,1346544000
0,4856,4,1370217600
0,1876,3,1336694400
0,8145,5,1340928000
0,3098,3,1379116800
0,519,5,1336521600
0,938,3,1372291200
0,2489,3,1337904000
0,778,2,1379376000
0,300,4,1321574400
0,128,4,1289779200
0,148,3,1327968000
0,700,2,1304640000
0,8127,5,1342483200
0,267,4,1354320000
0,3167,4,1351555200
0,2552,2,1332028800
0,8367,4,1370563200
0,2586,4,1304640000
0,1475,4,1330992000
0,2742,4,1353110400
0,1149,4,1284076800
0,6240,4,1372291200
0,129,4,1312243200
0,5828,5,1329868800
0,1003,4,1373587200
0,6390,4,1340928000
0,292,4,1356912000
0,6391,4,1344384000
0,1713,3,1381881600
0,2530,4,1294531200
0,111,5,1197244800
0,59,4,1366761600
0,163,4,1317340800
0,4511,4,1325808000
0,124,4,1374105600
0,4081,4,1352246400
0,2009,3,1344816000
0,3344,3,1299542400
0,779,3,1346198400
0,3507,5,1325548800
0,636,4,1321488000
0,4994,4,1302739200
0,280,3,1325548800
0,147,4,1336521600
0,1937,3,1360540800
0,5491,3,1391472000
0,276,4,1291766400
0,4223,2,1318982400
0,5490,4,1304121600
0,3038,3,1364428800
0,13,5,1313712000
0,763,2,1345680000
0,634,2,1345939200
0,9073,4,1370217600
0,9676,4,1334880000
0,714,3,1347926400
0,2113,4,1322524800
0,91,5,1376697600
0,1346,2,1342483200
0,3232,4,1321747200
0,1311,4,1327536000
0,2764,4,1345852800
0,7267,4,1334275200
0,5152,3,1332806400
0,3902,4,1302134400
0,9855,4,1403136000
0,2737,1,1338249600
0,7933,3,1378512000
0,704,3,1376006400
0,1456,4,1357689600
0,8869,5,1343606400
0,1554,4,1323216000
0,647,4,1332979200
0,6880,4,1372291200
0,2466,5,1330128000
0,9556,3,1328313600
0,5893,4,1402012800
0,1866,3,1401408000
0,9691,4,1392163200
0,2667,4,1343952000
0,9034,4,1376611200
0,1765,3,1307577600
0,6151,5,1355875200
0,130,4,1334793600
0,385,5,1381017600
0,1508,4,1374796800
0,531,4,1301616000
0,2176,5,1395360000
0,2703,4,1376956800
0,5918,3,1302825600
0,1156,4,1373241600
0,2619,5,1324166400
0,4063,2,1338681600
0,780,5,1335398400
0,2284,3,1340236800
0,3360,4,1393286400
0,8602,3,1393113600
0,1759,2,1356220800
0,617,5,1348444800
0,6093,5,1355961600
0,2275,4,1321228800
0,1084,2,1353024000
0,6576,4,1342051200
0,186,3,1349568000
0,2312,5,1404691200
0,3635,5,1373587200
0,389,4,1347926400
0,9067,3,1387324800
0,1768,3,1364601600
0,2177,3,1364947200
0,912,4,1305763200
0,1961,3,1378512000
0,9886,2,1334966400
0,1034,5,1337644800
0,3763,5,1318896000
1,604,2,1399161600
1,3118,5,1403222400
1,9345,1,1393632000
1,3918,3,1342742400
1,440,3,1392768000
1,456,3,1387843200
1,310,3,1345939200
1,7851,4,1392076800
1,2510,3,1326499200
1,2370,3,1362873600
1,481,3,1383868800
1,5614,3,1388188800
1,1322,2,1386979200
1,1170,3,1399161600
1,187,4,1386892800
1,1261,4,1331510400
1,3347,4,1339804800
1,6526,1,1404604800
1,7687,4,1402790400
1,1222,1,1383264000
1,523,3,1391472000
1,138,3,1395619200
1,8616,1,1356998400
1,8330,4,1384560000
1,3116,4,1335484800
1,1801,2,1343952000
1,9593,4,1361232000
1,529,4,1338940800
1,221,3,1375142400
1,93,3,1380844800
1,528,4,1390003200
1,1085,2,1393459200
1,608,2,1395532800
1,938,3,1365984000
1,408,3,1360972800
1,1861,3,1365984000
1,276,5,1342483200
1,5455,3,1334880000
1,634,1,1344124800
1,797,3,1384560000
1,2269,4,1404518400
1,469,4,1394064000
1,8458,2,1308268800
1,778,2,1380499200
1,1676,1,1387152000
1,1021,2,1397174400
1,78,3,1289606400
1,36,3,1357776000
1,633,4,1401321600
1,351,2,1386547200
1,606,3,1366156800
1,1987,4,1402185600
1,5067,4,1377907200
1,714,3,1334361600
1,496,4,1377129600
1,1497,3,1337299200
1,500,4,1374969600
1,2339,3,1392163200
1,6830,4,1404691200
1,728,3,1368835200
1,1240,2,1399593600
1,1197,3,1382832000
1,6906,4,1399766400
1,1616,3,1358812800
1,5438,5,1396051200
1,526,3,1399852800
1,840,1,1366070400
1,598,3,1337472000
1,1442,4,1348617600
1,267,5,1355875200
1,132,3,1287705600
1,328,4,1386460800
1,700,5,1311984000
1,288,4,1344124800
1,1955,4,1364515200
1,2208,4,1391904000
1,1184,4,1401062400
1,4430,4,1402790400
1,4276,4,1399852800
1,4442,3,1395532800
1,9336,1,1389744000
1,1778,3,1397606400
1,729,2,1399939200
1,8766,2,1404777600
1,9679,5,1388102400
1,6959,3,1316304000
1,1092,4,1402185600
1,1398,3,1382745600
1,704,3,1376611200
1,776,4,1399939200
1,475,5,1329004800
1,5394,2,1390435200
1,213,3,1400025600
1,3940,3,1344556800
1,6314,2,1383955200
1,1914,2,1351468800
1,5884,3,1346630400
1,432,2,1371340800
1,3278,2,1397606400
1,5390,1,1345680000
1,3735,3,1391040000
1,147,4,1339891200
1,8606,4,1366588800
1,2175,4,1400371200
1,330,2,1353888000
1,4113,4,1398556800
1,241,3,1380067200
1,1973,3,1281139200
1,636,5,1340323200
1,603,4,1399766400
1,1198,2,1393977600
1,850,5,1399075200
1,9908,2,1399766400
1,74,4,1366588800
1,8539,2,1391644800
1,2635,2,1332547200
1,1562,4,1361491200
1,775,5,1396656000
1,1758,4,1398297600
1,4306,3,1382140800
1,251,3,1405641600
1,5746,2,1398124800
1,2262,3,1390003200
1,505,2,1371168000
1,335,5,1397088000
1,2075,1,1400976000
1,7623,2,1365811200
1,4032,1,1401494400
1,548,2,1403222400
1,2940,4,1395187200
1,8589,2,1385856000
1,8007,2,1400889600
1,1381,2,1362268800
1,359,2,1331424000
1,522,3,1354924800
1,703,2,1379635200
1,1199,3,1362960000
1,2225,1,1383177600
1,1366,2,1393372800
1,2771,2,1321056000
1,705,4,1343606400
1,1603,2,1371081600
1,2050,3,1359849600
1,395,4,1384646400
1,9424,3,1394668800
1,7215,2,1403308800
1,194,3,1384473600
1,307,5,1343606400
1,2157,1,1358812800
1,684,3,1363996800
1,6010,5,1341187200
1,2968,2,1348963200
1,4377,4,1354147200
1,7954,2,1341100800
1,181,3,1384646400
1,6487,1,1352764800
1,921,5,1386547200
1,94,3,1393718400
1,319,3,1364342400
1,9821,5,1388102400
1,1669,2,1401148800
1,6805,2,1387929600
1,452,2,1368835200
1,2825,4,1347667200
1,1318,1,1364083200
1,3364,2,1377648000
1,1865,4,1345420800
1,7320,2,1395532800
1,9856,3,1341792000
1,2464,5,1338163200
1,5266,2,1325289600
1,947,4,1384214400
1,5593,2,1405209600
1,2549,4,1360972800
1,426,5,1355011200
1,1238,5,1376006400
1,9711,2,1399593600
1,808,3,1395446400
1,5156,4,1402704000
1,6178,4,1389398400
1,786,4,1368403200
1,812,3,1384128000
1,488,3,1353888000
1,969,3,1396742400
1,978,4,1400976000
1,1151,3,1391904000
1,792,2,1332374400
1,5675,1,1403568000
1,1191,3,1396224000
1,5387,4,1403395200
1,655,2,1326585600
1,273,4,1365292800
1,153,3,1355961600
1,5143,3,1390521600
1,706,2,1366243200
1,1358,4,1342828800
1,3556,3,1287187200
1,760,3,1395273600
1,82,3,1363478400
1,9262,2,1368403200
1,236,3,1373241600
1,280,4,1332720000
1,837,5,1303257600
1,504,1,1395100800
1,3256,2,1391817600
1,76,3,1347926400
1,7472,3,1404518400
1,136,3,1361059200
1,1561,4,1389830400
1,370,2,1377734400
1,327,4,1365292800
1,165,3,1306022400
1,688,4,1364688000
1,96,4,1347753600
1,4659,5,1365811200
1,4421,4,1405728000
1,6800,4,1337990400
1,355,2,1382227200
1,4551,2,1351900800
1,8585,3,1393632000
1,447,2,1359244800
1,6040,3,1302393600
1,1842,3,1358467200
1,7418,2,1337385600
1,3706,3,1388016000
1,7285,3,1340668800
1,7449,1,1393632000
1,71,2,1381536000
